text,label
@ZdenekVoda Blábolil jako když mu někdo (Babiš) ukradl hračky.,after
"Jedna věc se @AndrejBabis upřít nedala, a to sice jeho jazyková vybavenost.    

Chceme-li být světoví, musíme se světově domluvit. Doufám, že na to @P_Fiala a spol. budou při sestavování vlády myslet.",after
"@MJureka @AndrejBabis Jurečko, jste jen 3% borec a jen díky slepenci SPOLU jste ve sněmovně a dokonce neuvěřitelně ve vládě. Mějte pokoru a pomlčte. Přemýšlejte.",after
@PiratskaStrana @AndrejBabis Měli jste plán v tomto okamžiku před nástupem nejhorší vlny otevřít komplet služby a nahnat děti do škol. A jako vrchol jste chtěli nechat řízení proti pandemii na diletentovi Hřibovi a ostatních hejtmanech. ,before
@Rudolf1890 @psalose @vrchnikomisar @Vit_Rakusan @AndrejBabis Trikolora Svobodní Soukromníci ve volbách totiž vystupovali jako jedna strana a ne jako koalice tři stran a pak by nemohli vytvořit samostatně kluby.,after
"@ZProusek @NaBulovce @AndrejBabis Čínský vir lepší, pane?",after
@FilipZajicek @AndrejBabis A jak to hezky přišlo s volebními lístky🙊,before
"@MichaelaUrban14 @AndrejBabis @alenaschillerov Babiše velmi upřímně nesnáším, ale na druhou stranu tohle mi přijde maličko za hranou. Jasně, že ta fotka je otřesná, ale asi to není standard. Když na to přijde, tak se dá najít řada fotografií, kde vypadá jako premiér s manželkou důstojně. Ta komparace fotek není úplně poctivá.",after
"@OndrejKolar6 no zítra očekávám, že bude další ""Hradní vyjádření"" tentokrát promluví @AndrejBabis , že byl za prezidentem po očkování, a že s ním hrál šachy",after
"@chyba_systemu @AndrejBabis Lekce a četba pro pokročilé:
Pyrrhovo vítězství.",after
"😆😆😆 ... @PolicieCZ že začne konat? 
Proti režimu? Nikdy! 
Jak by to řekl Milouš Jakeš? Tady se nám ta přestavba krapet nepovedla.
Že je to tak @AndrejBabis a @jhamacek 😜😜 ",before
"@AndrejBabis Ty šmejde, skončíš taky za plotem! Ale věznice!",before
"@AndrejBabis @CeskaKomora Ty debile, už nevíš koho dalšího by sis koupil za peníze našich dětí a dalších generací. Jsi normální svině",before
"Tenhle stát je v totálním rozkladu, doufám že @PolicieCZ  a @NSZ_info nebudou posránci a říznou do toho na 150%. Kancelář prasidenta, Vondráček @AndrejBabis atd. všechno jsou to gauneři nejhrubšího zrna!🤮🤮😡🤬 Bez slitování do nich! 🤛☠️☠️☠️🖕 ",after
"Obdivuji pana Babiše, jak se nebojí chodit do debat do televize 👌👍‼️Witovska se zase předvedla a potvrdila jaká je 🐮🤮‼️ Fiala, vykulený Rakušan plavali nesmysli 🐂🐂‼️ Jediný p. Babiš řekl proč ho mají volit bez pomluv na jiné strany. Né jako Fiala a vykulený Rakušan 🤮‼️‼️",before
"@CNNPrima @AndrejBabis To kam se zase otáčíš? Miloš se zhluboka nadechl, tak ses posral? 😅😂 Boha, @HradOfficial si za to může sám.",after
@AndrejBabis Odvolat! Tohle je hnus. Udělat mu testy zda je psychicky v pořádku a zavřít jo taky.,after
"Andrej Babiš, korunové dluhopisy a daně. ",before
Je Babiš vůbec Slovák? Není on Maďar?,before
"Prý ""Babiš přidal důchodcům"". V r. 2021 je nižší podíl důchodu k průměrné mzdě než v roce 2013!! Sdílejte, než to smažou. V ostatních ukazatelích je to taky tragédie. Nejhorší jsou skoro dvojnásobní mrtví na COVID oproti průměru EU a raketový růst státního dluhu. TO FAKT NECHCI!! ",before
"@tlangmajer @Pa3kPraha @AndrejBabis @prchal @kalousekm To jsou jenom filozofické úvahy realita je zcela jiná. Dobrou noc, že já věnuji čas nic neřešícím debatám.",before
@Josef49113966 @Forky51798802 @Brendy1968 @AndrejBabis To myslíte třeba tohle? viz:                                                                   ,after
@AdamekMiroslav @AndrejBabis @ZdravkoOnline Proč se jakkoli léčit? Většinu nemocí člověk nějak přežije.,after
"@AndrejBabis ""Je to zloděj, ale aspoň nám zvýší důchody.""",after
"@AndrejBabis Český národ by chtěl zmrazit tebe ty slovenská estébácká šrmtenice
‼️ 🤮 🤮 🤮",before
@PatrikNacher @AndrejBabis Vyslechnout  příběh je snad vítání tak tady mi něco nesedi,before
"@KokoRoko6000000 @FilipFuchs1 @veselovskyma Proč by měl být problém, u takto závažného problémů přesahujícího velmi výrazně dokonce i EU, jednou jasně a srozumitelně odpovědět, pokud je to zcela v pořádku, jak Babiš tvrdí... Zabralo by to deset minut. A ptát se ho budou novináři z celého světa.",before
"@AndrejBabis Ach jo, pane premiére. To zní jako hecování před boxérským zápasem. Tohle je ale trochu jiná hra. Měla by být.",before
"@petrajelinku @odspraha22 @Pa3kPraha @AndrejBabis @prchal @kalousekm No než vy půjdete do důchodu inflace vám to stéjně všechno znehodnotí. Kdo psal, že nemůžeme uthnout barák. Já psala všeobecně o důchodech žen. Já si pokud jsem pracovala platila s maželem důchod. připojištění. Peněžní ústav krachl a byli jsme rádi, že jsme dostali alespoň to 1.",before
"@jon08911688 @isowan @alenaschillerov @snemovna @AndrejBabis Nedávej to do víc vláken, drž jedno, jinak je v tom chaos… 
Kopíruji z vlákna vedle:
Tudíž z toho, co jsem napsal, nerozporuješ nic, chápu to správně?",before
"@magdacecakova @irenabursova @PetrSmid1 @ArnieTomasovsky @kalousekm @uvn_praha @Vystrcil_Milos Nejdříve by se musela sejít sněmovna a zvolit předsedu. Pokud by to nešlo a Zeman zemřel nebo odstoupil v blbou dobu, dle ústavních právníků tato pravomoc připadá předsedovi staré Sněmovny, který by svolal ustavujici schůzi, přičemž v mezidobí pravomoci Babiš/Vystrcil",before
"@MisaPopelky @adamvojtechano @AndrejBabis @profesorPrymula Nevím, mrtvola mě nezajímají.",after
"@market_a @Pospisil_Jiri Fajn že je Babiš pryč, ale s hodnocením si počkám až za 4 roky. Trochu bych brzdil teď ten přehnaný optimus. Jsem zvědavý na vaše výsledky.",after
@AndrejBabis @HKomentare Však nám to bruselská šlapací pětka předvede.I Kalousek se nebude stačit divit.,after
@BrecaPetr @psevera14 @AndrejBabis Prý za to může ještě Nečas! 🤷‍♂️ ,before
"Babiš líčí past na ty, kteří se velkohubě prohlašují už dva týdny jedinými vítězi voleb tím, že je vyzývá k vládnutí a odpovědnosti.
Ta Markéta je ještě větší blbka, než jsem si myslel. ",after
"@DolKristen @LuxusniMicina @snemovna Myslím že úmrtí podle změny chování některých je bohužel na řade..Babiš přehodi zodpovědnost na následníky, země pujde do ek.sraček a on začne hrát o Hrad.",after
@jose_calvera @FackaDoTvarePK @AndrejBabis @petaas00 @mrnovacek @JaroslavCibulka @LukasKovanda @prchal Vláda s tím moc udělat nemůže 😊,before
"@AndrejBabis Andy konečně souhlasím protože ty na své děti kašleš , aspoň na syna určitě. Tak snad žena Monika to zachrání",before
@TomasZdechovsky @AndrejBabis Od kdy se udavač zabývá tímto ?,after
"@TetickaS @erik_uxa @JZdesena Tetičko máte pravdu,nechám jim prostor,ale nechci od nich potom slyšet že to nešlo protože nebo jelikož Babiš!!potom to bude jejich neschopnost a nejde ani tak o naše politiky jako o pitomce v Bruselu který jsme volili a pro ČR neudělají vůbec nic,ba naopak potom krytyzuji ČR .",after
"@AndrejBabis přeji hodně stesti a jen to nejlepší ,protože to co děláte restauračním zařízením a barum vám ho moc nepřinese …jak mají podnikatele podnikat když je srazite na dno… neděláte to vůbec dobre ….zkuste si to a pak jednejte …dekujeme",after
"@Sra93178461 @AndrejBabis Myslím že prezidentská volba bude až za rok a něco tak bych to neviděl nějak tragicky. Uplyne ještě spousta vody. Navíc mi to k nátuře AB vůbec nesedí že by o ten post usiloval.
Možné to je ale musel by se hodně proměnit. Za mne taková epizodka neovlivní nic a AB to ví.
:-)",after
"Díval jste se někdo dnes na Ochránce?

Teď jsem se dokoukala a ten Čenský, takový zmrdeček Babiš v malém, okresním měřítku …

Brrrrrr ….",before
"@vrchnikomisar @dubova_lenka @petrrossan @AndrejBabis Máš málo informací, abys věděl, co je zač? Viděl jsi ho málo v debatách, na tiskovkách, ve sněmovně? Přečetl jsi o něm málo knih, které byly o jeho chování za totality, o chování v byznysu i soukromí? Viděl jsi málo dokumentů a slyšel málo lidí o něm mluvit?
A proč?",before
@A_Rychlikova Tak Babiš je autentický pokračování normalizace,before
@adamvojtechano @AndrejBabis Přirozená imunita?,after
"@AndrejBabis pravé řekl, že z REACT-EU dostaly pomoc všechny nemocnice. Mám to @mistnirozvoj chápat, že konečně dojde k dofinancování výzvy č.98 tak, že budou uspokojeny všechny žádosti, které splnily požadavky výzvy? I po podzimní tranši to vychází na podporu 99 žádostí ze 119.",before
@JacobKoubi @ViralErik No von už babis asi nebude kandidovat tak to kdyžtak hodím spd,after
"@CNNPrima @AndrejBabis @Vit_Rakusan Babiš klasika - debaty nezvládá. Ovšem co mu šlo dobře bylo to, jak se pak Rakušan začal chovat jak v cirkuse, jako Bartoš předtím. Nějak ty Babišovy provokace nezvládají 😀",before
@iROZHLAScz @AndrejBabis @Radiozurnal1 A co dělal Bureš ve středu v ÚVN??? A teď bude tvl jako hrát překvapenýho? #jeduvtomsnima,after
Babiš je totálně v hajzlu a z Bartoše má obr mindrák.,before
"@Telicka Vládli nám ekonomové, covid, vím a deficit...Babiš, aférky, vím....teď tady máme za premiéra dějepisce, demagoga a grupu neschopných diletantů co filosofují o obsahu slova demokracie a svoboda....nemám z toho dobrý pocit....",after
"@MarekVondrak Protože nás informuje,kam to Babiš táhne a čím vlastně straší🙂",before
"@KokoRoko6000000 @FilipFuchs1 @veselovskyma Ty nechceš slyšet argumenty. Ani tohle není tvá skutečná identita. O tom, že Babiš vyvádí peníze skrze systém sloužící teroristům, mafii, drogovým kartelům apod jsem už psal, ignoruješ to, chceš naplnit pouze nějakou normu obhajování Babiše, kterému sám ani nevěříš.",before
"@surikatkazif @VacDol možná jim nikdo nemusí platit, dokumenty pandora papers mluví za vše :) 400 milionu projetych pres tri firmy v danovych rajich, puvod penez neni znam, za to drahe nemovitosti, ktere babis nepriznal (coz podle zakona musi)... a jeste ty jeho kecy, ze on bojuje proti danovym unikum",before
"@RadekBlecha @kvasnovskypetr @JitkaMoody Babiš ji podepsal, protože si řekl, že stejně nepřežije detaily?",before
"@ElDeeEl1 @MajklMajklN @FackaDoTvarePK @AndrejBabis @petaas00 @mrnovacek @JaroslavCibulka @LukasKovanda @prchal Babiše, žádného Bureše tam nikdo volit nebude 😊. Ona se nějaká další Babišova města jistě najdou 😊. Budete se divit😊",before
@AndrejBabis Ty už nic nedělej,after
"@PedroKompi Lipovská kritizovala fungování ČT. A Babiš pak podpořil její odvolání z Rady. Lepšolidem se tím stejně nezavděčil, dobře mu tedy tak.",after
"@KarelPatak1 @AndrejBabis Skvělá práce. 👍
Pokud byste chtěl, dám vám přístup na stránky ",before
"@tangero Já bych to viděl opačně: Babiš dnes působil unaveně, neenergicky, neostře, to je pak snadné být o zámek lepší ;)",before
@SalamonTomas @radim_politik Woke síly v Čechách eliminovány. Komunisti a socialisti taky. Babiš prohrál volby. Zeleni a Luboš jsou bez peněz ✅ já už víc nepotřebuji.,after
"@hanisch_cz @petulik_m Ty lidi by zmizeli? Jistě by ANOsekta nenašla jiný způsob. A co tak jít na jistotu a ty lidi postřílet? Není jen Babiš. Jsou tam spolky, útulky, neziskovky, které získávají peníze jen a díky Facebooku. Cpát všude Babiše už je tak trošku chucpe",before
"@jiridrahos1 Jestli vyhraje Babiš, tak určitě. Navrhoval ho asi 5x.",after
"@BlueFlash87 @pandi_kralovna @AndrejBabis @vlvalek Válek ví, že se budou muset udělat nepopulární opatření, a tak se mu k válu nechce a dělá mrtvýho brouka, aby, až je vláda AB udělá, je mohl kritizovat a tvrdit, jak on by býval s virem zatočil, kdyby byl býval u válu, ke kterému ale ani náhodou nechce. 🤣",after
"@jedlenka @Hans_Ginzel @AndrejBabis Zaslechl jsem, že ve stejnou dobu zhrozí také útoky skupiny Baldoleross, za kterou stojí náš první odsouzený terorista a velký příznivec @SPD_oficialni",before
@jindrichsidlo Doporučuji Pirátům a STAN aby do voleb nechali v první linii proti @AndrejBabis  pana @Vit_Rakusan,before
"@SasaBuri @GOD_HesucK @Marie_Kolarova1 @AndrejBabis @P_Fiala Souhlas. U Haška se taky říkalo, jak je skvělá novinářka, která se 11x zeptá na to samé, i když ji Hašek odpovídal stále stejně.",after
"@kalousekm No, už jedou svoje kampaně..Shillerová ječí něco o ,,Fialově drahotě,, aniž by Fiala vůbec stanul na postu a Babiš chce svojí ,,beru na sebe veškerou zodpovědnost,, hodit na druhé..
Ale nepřekvapujou..běžný program sekty..",after
"@Tondach3 Babiš tam nemůže, protože by byl spolupachatelem v té manipulaci s nemohoucím zlodědkem. Vondráček je blb a ještě lichvář, tak nikomu nebude vadit, když se tímto sám odstřelí.",after
"Jak nasranej musí bejt @tomio_cz když vidí, že Babiš má ve Francii několik zámků, zatimco on sám musel pro prachy založit dvě strany, stát se náckem, spojit se s lidma typu Foldyna a vzývat vepřový kolena, aby tak tak dostavěl jeden Takešiho hrad.",before
"Babiš potřesením rukou s Orbánem vzkázal beze slov: dobré vztahy s Evropskou unií nejsou prioritou, naopak tvrdý výklad konzervativních hodnot včetně ostrakizace sexuálních menšin má místo i v Česku.

",before
"Citát pro dnešní den:

„Nechci, aby Česko bylo montovna! Až do roztrhání těla se budu rvát za to, aby Česko bylo škubovna, porcovna a obalovna!“

Andrej Babiš o budoucnosti Česka
předvolební Čau lidi, září 2021
#fakenews",before
"@AndrejBabis @CNNPrima Stbácký ,ulhaný, amorální a všeho schopný Slovák se Švýcarským občanstvím, náš premiér si z nás ještě bude dělat prdel že Řekne PRAVDU. Přitom nám sere do huby. NEVOLTE ANO",before
"@Telicka @AndrejBabis Tak hlavně, že nevymyslel, že by mohla být záporná.",before
"@MichaelKavin @PetrHonzejk @AndrejBabis @JakubKulhanek Nebuďte směšný, vazne nemocna hlava statu ve srovnwni s absurnimi tiskovkami, blabolenim mluvčího a pašováním šéfa snemovns do nemocnice... To vám nestačí?",after
"@lubos_sotek @AndrejBabis Abys nebyl, debílku, zklamaný.😊",after
"@Bagr41083545 @tomio_cz @YouTube Není hloupý, pan @tomio_cz má politiku jako byznys, je horší než @AndrejBabis protože pan @tomio_cz vede politiku kterou vždy bude chtít někdo slyšet, jen je bohužel hnus, když je z něho cítit jen hlad po moci a penězích. Jeho bratr je křesťan, a velice rozumím jeho postoji.",after
"Takže dnešním Čau lidi odstartoval Babiš volební kampaň pro volby 2025, chápu to správně?",after
Takže po aktivaci článku 66 bude Babiš vrchním velitelem sil ?,after
"@PetrHonzejk Největší ztělesněnou předvolební lží je Andrej Babiš samotný. Absurdní na tom je, že je schopen že lži usvedčit sám sebe, opakovaně 😬",before
"@Jirka0011 @LenkaTrhlikova čaulidi, a víš že se o tobě píše ve spojitosti s @AndrejBabis 🤔🥸

",before
"@JZdesena @AndrejBabis Zalez, trolle. Pak dej vědět, za kolik to je. Složíme se a dostaneš stejně, ale nebudeš muset dělat tuhle potupnou práci. Deal?",after
"@Jan62928357 :

@AndrejBabis @vonderleyen Táhni zpět na salaš, zloději a vrahu cez covid.

— Jan 🇨🇿✌️ (@Jan62928357) May 23, 2021",after
"@Jarin50926789 @PaiMei791 @Vystrcil_Milos @AndrejBabis No čekají na ustavení nové sněmovny, ne? Stávající by těžko odhlasovala zbavení prezidenta pravomocí.",after
"@VacDol Babiš je blb s potenciálem na prezidenta. Přepis situace z posledních dní. BTW To je důvod změny strategie AB, protože je jasné, že MZ je v takovém stavu, že se začal plánovat státní pohřeb. PS Tož každý máme své zdroje...",after
@BrecaPetr @AndrejBabis Kde se vidíte v budoucnosti pane Babiši? V base!!! Tam ho vidím já,before
"@TomasZdechovsky @AndrejBabis Já ve střetu zájmů jsem, ale nepoužívám ho...

Já luxusní majetek mám, ale nepoužívám ho...

#zamekveFrancii",before
"@AndrejBabis @JiriSedlak2 Andreji tohle Tě nebude a nesmí bavit.
Co takhle lovit tuňáky ve středozemním moři.
Nebo válet se na pláži obklopen pikolíky a krásnými ženami.Nech tuhle zemi ať začne normálně fungovat bez Tvého krizového manažerství - které nestojí za nic a vlastně žádné není - sorry jako",after
@AndrejBabis @CNNPrima Zase zavádíš. Z lithia nebude žádných 2000 miliard. Bude to jen zbytečné ničení krajiny. Nelži laskavě. Dobrá práce Máro.,before
"@1pohled @AndrejBabis Je to sice detail, ale taky vás tak hrozně štve, že Babiš pořád nosí respirátor s naší českou vlajkou?",after
"@1pohled @KnorJan @FilipHorky Takže Babiš podá po volbách demisi sám sobě a poté opět sám sebe pověří sestavením vlády a jmenuje se předsedou vlády?  🤔😂  

Tak končí naše komédie… ",before
"Já se úplně nedivím, ze @AndrejBabis má v plánu otevírat modernizovanou D1 týden před volbami a jít se očkovat 3. dávkou den před nimi. 

V takové Třebíči je naplánováno slavnostní otevření zrekonstruovaného náměstí těsně před komunálními volbami 2022 již 2 roky.",before
"@karelk Ona je ta laťka asi celkem nízko, ale nevím, proč jsme se asi deset minut museli ujišťovat, že nikdo nemá rád daně, místo nějaký opravdový debaty o daních a výdajích + celej ten segment o Panama Papers podle mně Babiš uhrál dobře a působilo to vlastně dost nevyváženě vůči němu",before
"@AndrejBabis Už neví, co na vás vymyslet, je to od nich ubohé🤮",before
"@AndrejBabis @JakubKulhanek svět, kde je premierem země Estébák a podvodník s dotacemi, není normální..",before
"@Posledniskaut Ne opozice, ale sám Babiš má jediné téma AntiBabiš",before
"@Kuba_Martin @JanaKov6 @Willien74564217 @ervinhroch @AndrejBabis To sis vážně vybral tu správnou chvíli kdy deformovat informace
Ty jeden ufuněnej kolaborantíčku",before
"@HKomentare @novakova_lucka @AnnHall95083603 @josefhlavacek @AndrejBabis @alenaschillerov @DostalovaK @KarelHavlicek_ @vojtafilip Jasně, někdo sfalšoval stovky zápisů o spolupráci, další svědci včetně agentů stb u soudu lžou a pan Bureš a jeden podplacený svědek tvrdí opak. Vaše schopnost vyhodnocovat získané informace je nulová, stejně jako vaše IQ.",before
"@NBuskova @AndrejBabis @PREZIDENTmluvci Hrozí mu tepláky, to se pak těžko nekňourá.",after
"@Michal86041099 @SeznamZpravy Nedivím se, že je tihle představitelé korytářů nechtějí. Babiš za úřadování „jeho“ administrativy přišel od r. 2013 o 55 miliard a hodnota majetku se mu tak smrsknula téměř o polovinu, než jakou měla před jeho vstupem do politiky.😉🌞✨",after
"@KanovskyRoman @JirkaVaclav Paradox je ze ANO je stejne volitelne jako SPOLU, mozna ma i sirsi zaber. Tedy kdyby to co hlasaji v kampani byla pravda, Babis by nebyl takovy jaky je apod. Dovedu si predstavit ze by volic ANO nasel svou stranu i v opozici, kdyby to nebyla valka jednotlivcu.",before
@cimrmanuvposl @AndrejBabis @CNNPrima Holé neštěstí 😱,before
"@AGRomancov Pokud budete proti Babišovi stavět Pavly, Nerudový, Vystrčily, Fischery, apod., vyhraje Babiš.
Prosím demoblok, aby našel někoho lepšího.",after
"@CabalVlastimil @andrewofpolesia @petrrossan Upřímně čistou matematikou si nemyslím, že je tohle možné. Babiš v prvním kole +-40%, ale Tomio dá max 20. Bál bych se spíš rozdělení demokratických hlasů a druhého kola, kdy Tomio podpoří AB",after
@kalousekm @Telicka @AndrejBabis Česko bez presidenta Kalouska je jak Praha bez Pražského Hradu,after
"@Alexvet85 @infektolog @AndrejBabis a jakto, že se scházíte na oslavách když tu je ta megapandemie? 😂 mám pro tebe novinku, jsme smrtelní, kdybys to nevěděla třeba jo? tak zalez doma, chcípni si na chudobu a strach, my sebevrazi rádi žijeme normálně 😋 bez omezení",after
"6. Za ten oddechový čas bychom všichni měli být panu prezidentovi vděční. Kdyby zítra zasedala nová Sněmovna a Babiš - nebo i Fiala - už sestavoval vládu, byli bychom na tom hůř. Ten měsíc daný všem aktérům na přemýšlení je... v pořádku.",after
"@R_Bartonicek Babiš a Hamáček, ale kdybych byl politik, tak bych si zavolal samotného Borise a bylo by mi jedno jestli někdo říká že to zneužívám. Už minule to bylo nechutné a takové pomluvy nás stojí dobré jméno a spoustu peněz.",before
@lukas_prchal Po dnešku už bude estébák babiš ze seznamu vyškrtnutý.,after
"@Dr_V_Kulihrach @surikatkazif @MartinPovolny @Hanten_Inu @F4FutureCZ @AndrejBabis @p_doubravsky Přidaná hodnota otáčení plíšku asi větší nebude, než u vzdělaných lidí. #sorryjako Mimochodem: jak měříte ""užitečnost"" práce?",before
"@Jiri_k25 @lukaskonecny @bibalukas @AndrejBabis Ale teď jsem se koukla na realizační tým pořadu “Bydlení je hra” a o něm ani slovo, takže bůhví. Fotka je stejná",after
"@Brendy1968 @AndrejBabis Kuwáá,snad to Francouzi a Američané za nás vyřeší!!?",after
"Chci zmrazit platy politiků na následujících pět let. Zcela jednoznačně 👍 Dík Sněmovně, že návrh schválila! 🇨🇿 Sledujte po volbách Senát, jestli to nezruší! ",before
"@surikata_10 @AndrejBabis Řešíš kriple co bylo před 40 lety? A co třeba před 77 lety, kdy Němci vyvraždili miliony lidí.",after
@PetrHonzejk @AndrejBabis Od pondělí se aktivity milionů chvilek přesunou zase do Česka.,before
"@RibraRichard @AndrejBabis A co ta Bečva soudruhu, nějaký posun?",after
"@DougBadman @metnarl @AndrejBabis A není naprosto jedno v jakém pořadí se budou posílat zálohy? Na víc cena nákupu je 13,7 miliardy. To ostatní jsou náklady armády na servis a provozování systému po dobu dvaceti let.",before
"Celé to fiasko kolem jmenování a nejmenovaní Babiše až po zdravotní stav, knedlíky, klobásu, a vtipy které Zeman vypráví, až po TK Zemanové, je šílené divadlo nehodné státu v středu Evropy. 
Říkám to zas a znova - Babiš opozicí nekončí, Zeman nemocnicí nekončí.",after
"@KebbyKabe @eludad @PatrikNacher Aha. No nechci se vám překážet ve vašem vidění světa, ale ve vší účtě nemáte ani ánung o fungování státní správy, jinak byste takto povrchně neuvažovala. 

A tím, že se kauzy táhnou máte sakra pravdu. Ale to taky není Babišem. Bylo to i před ním. Babiš posral co mohl jako ti před",after
"Babiš sobě posílá peníze českých daňových poplatníků, prý přes 5 milionů denně. A lidi mu tleskají a budou ho volit.

No mě by jeblo. ",before
"@KristyZeman @AndrejBabis @P_Fiala Jo jo, vypadal, že se zhroutí. @P_Fiala a @Vit_Rakusan nejlepší 👏✌",before
@AndrejBabis @CNNPrima Slovák referuje z Čech.. běž domů Ivane..,before
"@ODScz No to je sen. Ten Babiš je minimálně polobůh, když toto dokáže. Díky za info, jdu ho volit.",before
"@PiratIvanBartos Ach, jak je těžké nezačínat první větu slovem Babiš.",before
"@DavidKubicek8 @TomasZdechovsky @AndrejBabis Ale houby, policie prostě musí prověřit i to nejpitomější trestní oznámení, které nějaký zuřivý aktivista podal.",after
"@alenaschillerov @AndrejBabis @MinKultury Mohl bych se zeptat, kolik procent z investované částky se zatím vrátilo?",after
"Poláci nekupují české zboží 859, včetně „škodovek“ @AndrejBabis @VeraJourova ",before
@TomasZdechovsky @kducsl @AndrejBabis Budu vám říkat Mluvka,after
"@Marfykk @PatrikNacher @BeckaJaroslav @AndrejBabis Nevlastní ji, protože si ji pronajímá ... zkuste slovník cizích slov 😃",before
"@koranova_b @AndrejBabis No, od vás ovšem nikdo nečeká nic jiného, než vzteklý štěkot servilní podržtašky.
To, kdy se trestně stíhaný stbák stal premiérem, případně ministrem financí, rozhodně nepatří k základům politologie, pokud vůbec víte, čím se tato věda zabývá. ",before
"@PinPingoo @jakub_skalicky @PavelNovotnak To jsem chápala ještě u první volby,ale u druhé bylo jasno ze sranda nebude, ale fakt tady demokrati psali ze mu to hodili,že Drahoše by Babiš přejel jak parní válec a ze vlastně tohle Zeman splnil, co chtěli.🤷🏻‍♀️",after
"@mareksvehla Marku, když ještě Babiš snil, psal ve své knize, kterou nenapsal, následující: ",before
@VojtechGibis “Babis otocil” je můj oblibeny dotaz do google search. Vyplivne to fakt dlouhej seznam.,after
"@tomasek2006 Babis konci, migranti pochopili, ze blahobyt vlady ANO konci",after
"@citarnyknihy @F4FutureCZ @AndrejBabis @p_doubravsky Právě protože se vzdělávají a studují, tak jim dochází, co se tu kolem nás děje a že je třeba něco dělat, aby potom bylo vůbec kde uklízet, až Babiš umře a zbude tu jen spálená zem.",before
"@PatrikNacher @AndrejBabis Piráti na zastupitelstvu města Pardubice teď řešili, že fanoušci hokejistů fandí i sprostě. Myslím, že politici by měli řešit důležitější problémy a v Pardubicích jich málo fakt není.",before
"2019:
Premiér Andrej Babiš (ANO) nemá problém s novelou, která má uzákonit sňatky homosexuálů. V pořadu Partie televize Prima řekl, že na jednání poslaneckého klubu svého hnutí vystoupil ve prospěch návrhu. 
2021: 
Hlasoval bych proti manželství pro všechny.",before
"@Douchovaseredna No, znám několik vysokoškoláků, co volilo @AndrejBabis , obávám se, že podobní se najdou i pro Přísahu. Dosažený titul vůbec nevypovídá o tom, koho kdo volí.",before
"@jedlenka @SpoluKoalice @AndrejBabis Pokud se jim povede ukecat Bureše, aby se toho premieestbi vzdal. (nedám a nedám, ať si to vseci zapamatuju)",after
@TomasZdechovsky @AndrejBabis Už jste se zamyslel či se stane když je nedá - asi ne - pro vás je jednodušší plivat kolem sebe než navrhnout řešení ze,after
@oprokop @AndrejBabis B je správně. Bude mlátit prázdnou slámy a prudit lidi.,after
"@AndrejBabis Čtyřicetiminutová fronta, se mi spíš zdá, je známkou jisté nefunkčnosti.",after
"@AnnHall95083603 @MelkusovaIvana Není na tom nic nedemokratického. Letos měly i malé strany šanci na lepší výsledek, ovšem Babiš jim vyžral elektorát - ČSSD,komoušům a nakonec i svému béčku Přísaze.",after
"Kdybychom žili v Argentině, Chile nebo Paraguayi, tak by do Střešovic přijela kolona BVP a operetně olampasovaný  generál by sekočil s doutníkem v ústech ze svého velitelského vozu. Nastala by okamžitá internace @vondraczech @vratamynar @AndrejBabis  a @kgbcz  a hlavně klid.",after
@dubova_lenka @JozefBrofsky @cernaruze @tridaKulak @AndrejBabis Díky za to :-),after
@FrantisekKopiva Už to využila Alena Schillerová a retweetnul Andrej Babiš.Takové chyby před volbami…🤦🏻a to se snažíte vyvracet dezinformace… ,before
@makupka Vy jste začali stavět ale místo budování jste kradli. A Babiš to za vás doděl.,before
"@Lukas__Valenta @AndrejBabis Možná jsem postižen nemocí z povolání, ale nestačilo by jako základ nyní trvat na úředním ověření podpisu hlavy státu na všech listinách?",after
"@milan_pokora @dubova_lenka vždyť leze do zadku @AndrejBabis, který je estébák a komunista, tak co se divíte?",before
"@miia_brz @AndrejBabis 😈další pán na holení 
",after
"@Pospisil_Jiri @AndrejBabis On řekl, že nějaké pověření dostal?
Prober se, čůráku!",after
"@TomasZdechovsky @echo24cz Zrovna tady musím souhlasit. Do zdravotní dokumentace kandidátů a politiků nikomu nic není. Ať je to Zdechovský, Dostál, Zeman, nebo Babiš, jakékoliv zveřejňování zdravotního stavu má být na dobrovolné bázi.",before
@motanelek Babiš vyhraje asi jako volby do poslanecké sněmovny😂😂😂,after
"@LukasVinter @AndrejBabis To bys chtěl Fialovi, nebo Jurečkovi udělat?",before
"@petrfischer3 Máma 85, volička Zelených, dokud jí hlava sloužila, tj. cca do 75. Dnes ""Babiš se o nás nejlíp stará"" a ""Schillerová je fajn a schopná, že?""
Vysvětlil jsem jí, že Zelení dneška jsou Piráti a že má povinnost vůči svým 3 malým vnukům. Souhlasila s PirSTAN.
Ale pohlídám to osobně.",before
"Zapla jsem to. Babiš : za naší vlády nebyl žádný korupční skandál. Děkuji, vypínám. Škoda, že neni vytesaný ze dřeva. Tím nosem by během minuty propichl moderátorkou přes břicho. A že stála daleko",before
"@Ajla12657696 @tvtomas @AndrejBabis @BohumilPecinka Myslím, že nás má rád už dlouho před podcastem😉.",after
